Year,Cons_pc_Beer,Cons_pc_Wine,Cons_pc_Spirits,Cons_pc_Alkohol,Exp_pc_Beer ,Exp_pc_Wine ,Exp_pc_Spirits ,Exp_pc_Alkohol ,Exp_pc_Total ,Exp_pc_Residual ,Prices_Beer,Prices_Wine,Prices_Spirits,Prices_Alcohol,CPI_Beer,CPI_Wine,CPI_Spirits,CPI_Alcohol,CPI_AllGoods,Population ('000),Real GDPPC,Cond_Bugdget_Shares_Beer,Cond_Bugdget_Shares_Wine,Cond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Beer,Uncond_Bugdget_Shares_Wine,Uncond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Alcohol,Volume_Shares_Beer,Volume_Shares_Wine,Volume_Shares_Spirits,Exchange_Rate,Expenditure_pc_USD_Beer ,Expenditure_pc_USD_Wine ,Expenditure_pc_USD_Spirits ,Expenditure_pc_USD_Alcohol ,Expenditure_pc_USD_Total ,Expenditure_pc_USD_Residuals ,Price_USD_Beer,Price_USD_Wine,Price_USD_Spirits,Price_USD_Alcohol,Country
1999,3.45,3.73,2.40,9.58,226.41,289.92,218.40,734.73,13509.93,12775.20,65.63,77.72,91.14,76.72,81.16,64.48,69.60,77.53,74.17,8094.16,20268.22,0.31,0.39,0.30,0.02,0.02,0.02,0.05,0.36,0.39,0.25,0.94,241.22,308.87,232.68,782.77,14393.28,13610.51,69.92,82.80,97.10,81.74,Austria
2000,3.57,3.51,2.39,9.48,232.99,261.85,224.49,719.33,14187.33,13468.00,65.24,74.57,93.73,75.90,80.55,60.11,72.47,75.65,75.63,8113.41,20961.72,0.32,0.36,0.31,0.02,0.02,0.02,0.05,0.38,0.37,0.25,1.09,214.65,241.25,206.83,662.73,13071.05,12408.32,60.11,68.70,86.36,69.93,Austria
2001,3.79,3.30,1.35,8.43,247.16,258.20,136.08,641.44,14681.52,14040.08,65.30,78.28,100.79,76.06,80.64,65.03,79.73,77.32,77.36,8131.69,21093.92,0.39,0.40,0.21,0.02,0.02,0.01,0.04,0.45,0.39,0.16,1.12,221.17,231.05,121.77,573.99,13137.70,12563.71,58.43,70.05,90.20,68.06,Austria
2002,3.57,3.39,3.05,10.01,230.51,275.71,310.26,816.48,14911.36,14094.88,64.60,81.36,101.56,81.55,79.52,68.95,80.51,78.24,78.67,8148.31,21407.44,0.28,0.34,0.38,0.02,0.02,0.02,0.05,0.36,0.34,0.31,1.06,216.94,259.48,292.00,768.42,14033.54,13265.12,60.80,76.57,95.58,76.75,Austria
2003,3.83,3.20,2.77,9.80,247.26,270.06,280.58,797.91,15374.12,14576.22,64.60,84.33,101.44,81.45,79.52,72.59,80.39,79.73,79.69,8162.66,21554.85,0.31,0.34,0.35,0.02,0.02,0.02,0.05,0.39,0.33,0.28,0.89,279.07,304.80,316.67,900.54,17351.61,16451.08,72.91,95.17,114.49,91.93,Austria
2004,3.85,3.26,2.59,9.70,254.94,282.07,266.80,803.82,15993.29,15189.47,66.14,86.65,103.13,82.89,81.93,75.37,82.08,81.38,81.25,8174.76,22080.30,0.32,0.35,0.33,0.02,0.02,0.02,0.05,0.40,0.34,0.27,0.80,316.99,350.72,331.73,999.44,19885.55,18886.12,82.23,107.74,128.23,103.07,Austria
2005,4.27,2.95,2.80,10.02,288.93,288.85,286.28,864.05,16723.87,15859.81,67.71,98.00,102.18,86.26,84.34,87.37,81.11,80.20,82.96,8184.69,22582.95,0.33,0.33,0.33,0.02,0.02,0.02,0.05,0.43,0.29,0.28,0.80,359.56,359.46,356.26,1075.28,20812.14,19736.86,84.26,121.95,127.15,107.35,Austria
2006,4.41,2.74,2.81,9.96,298.56,261.46,291.71,851.73,17416.30,16564.58,67.71,95.43,103.87,85.54,84.34,84.58,82.81,80.28,84.36,8192.88,23388.29,0.35,0.31,0.34,0.02,0.02,0.02,0.05,0.44,0.28,0.28,0.80,375.01,328.41,366.40,1069.82,21875.89,20806.07,85.05,119.87,130.47,107.44,Austria
2007,4.36,2.19,2.72,9.27,301.92,208.18,270.92,781.01,18025.94,17244.93,69.32,95.04,99.57,84.28,86.75,84.15,78.33,81.67,86.22,8199.78,24234.64,0.39,0.27,0.35,0.02,0.01,0.02,0.04,0.47,0.24,0.29,0.73,413.86,285.36,371.37,1070.60,24709.70,23639.09,95.03,130.28,136.49,115.53,Austria
2008,4.21,1.91,2.46,8.58,302.19,184.27,241.26,727.72,18555.64,17827.93,71.83,96.64,97.97,84.85,90.36,85.87,76.63,85.20,89.00,8205.53,24565.48,0.42,0.25,0.33,0.02,0.01,0.01,0.04,0.49,0.22,0.29,0.68,443.70,270.56,354.24,1068.50,27245.00,26176.51,105.47,141.89,143.84,124.58,Austria
2009,4.26,1.79,2.33,8.37,316.71,172.23,234.28,723.22,18744.39,18021.18,74.43,96.44,100.43,86.36,93.98,85.65,79.18,88.15,89.35,8210.00,23622.58,0.44,0.24,0.32,0.02,0.01,0.01,0.04,0.51,0.21,0.28,0.72,441.02,239.83,326.24,1007.08,26101.51,25094.43,103.64,134.29,139.85,120.26,Austria
2010,4.16,1.68,2.36,8.20,305.98,164.98,237.84,708.80,18837.35,18128.56,73.57,98.06,100.90,86.45,92.77,87.37,79.66,88.34,90.87,8389.77,24095.68,0.43,0.23,0.34,0.02,0.01,0.01,0.04,0.51,0.21,0.29,0.75,405.74,218.76,315.38,939.89,24978.89,24039.01,97.56,130.03,133.80,114.64,Austria
2011,3.78,1.82,2.52,8.13,284.52,189.51,302.37,776.40,19651.12,18874.72,75.32,103.85,119.80,95.54,95.18,93.15,96.00,90.64,94.10,8406.19,24723.91,0.37,0.24,0.39,0.01,0.01,0.02,0.04,0.46,0.22,0.31,0.72,395.90,263.69,420.74,1080.33,27343.62,26263.30,104.81,144.51,166.70,132.94,Austria
2012,3.77,1.83,2.29,7.89,286.94,194.22,282.44,763.60,20172.93,19409.33,76.21,106.05,123.26,96.80,96.39,95.29,98.91,93.70,96.52,8429.99,24840.80,0.38,0.25,0.37,0.01,0.01,0.01,0.04,0.48,0.23,0.29,0.78,368.93,249.72,363.14,981.79,25936.92,24955.13,97.98,136.35,158.47,124.46,Austria
2013,3.75,1.76,2.29,7.80,288.86,190.85,279.69,759.40,20500.22,19740.82,77.10,108.28,122.11,97.37,97.59,97.43,97.94,96.22,98.56,8473.79,24791.81,0.38,0.25,0.37,0.01,0.01,0.01,0.04,0.48,0.23,0.29,0.75,383.55,253.41,371.38,1008.34,27220.32,26211.98,102.38,143.78,162.14,129.29,Austria
2014,3.89,1.82,2.31,8.02,307.16,201.62,288.18,796.96,20822.53,20025.56,78.94,111.04,124.59,99.37,100.00,100.00,100.00,100.00,100.00,8516.92,24753.45,0.39,0.25,0.36,0.01,0.01,0.01,0.04,0.49,0.23,0.29,0.75,407.52,267.50,382.34,1057.36,27625.92,26568.56,104.73,147.32,165.30,131.84,Austria
1970,8.66,2.04,1.73,12.43,,,,,8115.56,8115.56,,,,,,,,,,9664.32,10610.82,,,,,,,,0.70,0.16,0.14,1.24,,,,,6547.62,6547.62,,,,,Belgium
1971,8.49,2.08,2.05,12.62,,,,,8489.68,8489.68,,,,,,,,,,9692.90,10969.55,,,,,,,,0.67,0.16,0.16,1.22,,,,,6981.13,6981.13,,,,,Belgium
1972,8.70,2.23,2.07,13.00,,,,,8971.14,8971.14,,,,,,,,,,9715.67,11502.51,,,,,,,,0.67,0.17,0.16,1.09,,,,,8222.16,8222.16,,,,,Belgium
1973,9.25,2.25,2.31,13.81,,,,,9683.61,9683.61,,,,,,,,,,9734.41,12169.97,,,,,,,,0.67,0.16,0.17,0.97,,,,,10022.34,10022.34,,,,,Belgium
1974,8.58,2.32,2.45,13.35,,,,,9937.64,9937.64,,,,,,,,,,9751.59,12642.97,,,,,,,,0.64,0.17,0.18,0.97,,,,,10291.86,10291.86,,,,,Belgium
1975,8.38,2.52,2.56,13.46,,,,,10004.81,10004.81,,,,,,,,,,9769.01,12440.78,,,,,,,,0.62,0.19,0.19,0.91,,,,,10973.49,10973.49,,,,,Belgium
1976,8.80,2.31,2.49,13.60,,,,,10493.52,10493.52,,,,,,,,,,9787.58,13122.31,,,,,,,,0.65,0.17,0.18,0.96,,,,,10965.04,10965.04,,,,,Belgium
1977,8.28,2.52,2.67,13.47,,,,,10748.42,10748.42,,,,,,,,,,9806.89,13189.94,,,,,,,,0.61,0.19,0.20,0.89,,,,,12097.02,12097.02,,,,,Belgium
1978,7.92,2.47,3.01,13.40,,,,,10995.55,10995.55,,,,,,,,,,9825.78,13553.92,,,,,,,,0.59,0.18,0.22,0.78,,,,,14084.80,14084.80,,,,,Belgium
1979,7.90,2.82,2.84,13.56,,,,,11540.20,11540.20,,,,,,,,,,9842.45,13860.65,,,,,,,,0.58,0.21,0.21,0.73,,,,,15878.30,15878.30,,,,,Belgium
1980,8.20,2.83,2.96,13.99,,,,,11430.96,11430.96,,,,,,,,,,9855.75,14467.44,,,,,,,,0.59,0.20,0.21,0.72,,,,,15769.41,15769.41,,,,,Belgium
1981,7.73,2.87,2.65,13.25,,,,,11467.38,11467.38,,,,,,,,,,9865.51,14278.75,,,,,,,,0.58,0.22,0.20,0.92,,,,,12458.99,12458.99,,,,,Belgium
1982,8.23,2.96,2.53,13.72,,,,,11738.45,11738.45,,,,,,,,,,9872.71,14474.49,,,,,,,,0.60,0.22,0.18,1.13,,,,,10363.79,10363.79,,,,,Belgium
1983,7.92,2.95,2.68,13.55,,,,,11713.78,11713.78,,,,,,,,,,9878.64,14473.92,,,,,,,,0.58,0.22,0.20,1.27,,,,,9241.49,9241.49,,,,,Belgium
1984,7.79,3.11,2.36,13.26,,,,,11749.34,11749.34,,,,,,,,,,9885.09,14832.63,,,,,,,,0.59,0.23,0.18,1.43,,,,,8202.40,8202.40,,,,,Belgium
1985,7.45,3.08,2.61,13.14,,,,,12057.30,12057.30,,,,,,,,,,9893.50,14977.38,,,,,,,,0.57,0.23,0.20,1.47,,,,,8191.42,8191.42,,,,,Belgium
1986,7.36,2.93,2.43,12.72,,,,,12372.13,12372.13,,,,,,,,,,9903.90,15195.40,,,,,,,,0.58,0.23,0.19,1.11,,,,,11172.35,11172.35,,,,,Belgium
1987,7.42,3.10,2.64,13.16,,,,,12571.13,12571.13,,,,,,,,,,9916.26,15540.92,,,,,,,,0.56,0.24,0.20,0.93,,,,,13583.25,13583.25,,,,,Belgium
1988,7.25,3.41,1.86,12.52,,,,,12967.82,12967.82,,,,,,,,,,9931.87,16251.72,,,,,,,,0.58,0.27,0.15,0.91,,,,,14227.48,14227.48,,,,,Belgium
1989,7.01,3.09,1.51,11.61,,,,,13369.33,13369.33,,,,,,,,,,9952.25,16743.92,,,,,,,,0.60,0.27,0.13,0.98,,,,,13686.87,13686.87,,,,,Belgium
1990,7.37,3.34,1.47,12.18,,,,,13757.82,13757.82,,,,,,,,,,9978.24,17196.98,,,,,,,,0.61,0.27,0.12,0.83,,,,,16607.53,16607.53,,,,,Belgium
1991,6.80,3.21,1.43,11.44,,,,,14126.66,14126.66,,,,,,,,,,10011.22,17450.63,,,,,,,,0.59,0.28,0.13,0.85,,,,,16688.06,16688.06,,,,,Belgium
1992,6.85,3.33,1.47,11.65,,,,,14340.09,14340.09,,,,,,,,,,10050.41,17645.20,,,,,,,,0.59,0.29,0.13,0.80,,,,,17993.36,17993.36,,,,,Belgium
1993,6.68,3.44,1.54,11.66,,,,,14217.11,14217.11,,,,,,,,,,10091.89,17406.49,,,,,,,,0.57,0.30,0.13,0.86,,,,,16577.30,16577.30,,,,,Belgium
1994,6.47,3.22,1.43,11.12,,,,,14502.48,14502.48,,,,,,,,,,10130.25,17901.67,,,,,,,,0.58,0.29,0.13,0.83,,,,,17486.24,17486.24,,,,,Belgium
1995,6.34,3.35,1.35,11.04,,,,,14685.14,14685.14,,,,,,,,,,10161.91,18269.83,,,,,,,,0.57,0.30,0.12,0.73,,,,,20094.87,20094.87,,,,,Belgium
1996,6.20,3.35,1.39,10.94,678.05,195.83,225.31,1099.19,14974.95,13875.76,109.36,58.46,162.10,100.47,71.32,70.86,75.56,71.66,,10185.08,18487.36,0.62,0.18,0.20,0.05,0.01,0.02,0.07,0.57,0.31,0.13,0.77,883.43,255.15,293.56,1432.15,19510.94,18078.79,142.49,76.16,211.20,130.91,Belgium
1997,6.11,3.34,1.47,10.92,674.67,203.56,242.74,1120.97,15217.69,14096.72,110.42,60.95,165.13,102.65,72.01,73.87,76.98,73.79,,10201.76,19138.66,0.60,0.18,0.22,0.04,0.01,0.02,0.07,0.56,0.31,0.13,0.89,760.78,229.54,273.72,1264.04,17160.00,15895.96,124.51,68.72,186.20,115.75,Belgium
1998,5.96,2.59,1.37,9.92,655.62,158.52,227.50,1041.64,15608.51,14566.87,110.00,61.20,166.06,105.00,71.73,74.19,77.41,73.98,,10216.87,19474.91,0.63,0.15,0.22,0.04,0.01,0.01,0.07,0.60,0.26,0.14,0.90,728.62,176.17,252.83,1157.61,17346.26,16188.65,122.25,68.02,184.54,116.69,Belgium
1999,6.06,2.67,1.37,10.10,669.25,168.43,229.89,1067.57,15838.34,14770.77,110.44,63.08,167.81,105.70,72.02,76.47,78.23,75.50,,10237.40,20127.58,0.63,0.16,0.22,0.04,0.01,0.01,0.07,0.60,0.26,0.14,0.94,713.00,179.45,244.92,1137.37,16873.94,15736.57,117.66,67.21,178.78,112.61,Belgium
2000,6.15,4.05,1.00,11.20,677.31,260.29,168.78,1106.38,16248.94,15142.55,110.13,64.27,168.78,98.78,71.82,77.90,78.68,76.34,,10268.38,20809.36,0.61,0.24,0.15,0.04,0.02,0.01,0.07,0.55,0.36,0.09,1.09,624.02,239.81,155.50,1019.33,14970.45,13951.12,101.47,59.21,155.50,91.01,Belgium
2001,6.08,3.99,0.93,11.00,677.98,258.37,158.14,1094.49,16345.40,15250.91,111.51,64.75,170.04,99.50,72.72,78.49,79.27,77.01,,10311.33,20920.25,0.62,0.24,0.14,0.04,0.02,0.01,0.07,0.55,0.36,0.08,1.12,606.69,231.20,141.51,979.40,14626.62,13647.22,99.78,57.94,152.16,89.04,Belgium
2002,6.09,4.26,0.95,11.30,681.63,277.34,162.17,1121.15,16326.03,15204.89,111.93,65.10,170.70,99.22,72.99,78.91,79.58,77.38,,10364.61,21162.97,0.61,0.25,0.14,0.04,0.02,0.01,0.07,0.54,0.38,0.08,1.06,641.51,261.02,152.62,1055.15,15364.93,14309.79,105.34,61.27,160.65,93.38,Belgium
2003,6.14,4.06,1.07,11.27,709.27,267.41,184.83,1161.51,16313.52,15152.01,115.52,65.86,172.74,103.06,75.33,79.84,80.53,78.67,,10426.17,21294.79,0.61,0.23,0.16,0.04,0.02,0.01,0.07,0.54,0.36,0.09,0.89,800.50,301.80,208.60,1310.91,18411.84,17100.94,130.37,74.34,194.96,116.32,Belgium
2004,5.95,4.26,1.84,12.05,697.71,294.56,317.19,1309.46,16463.08,15153.61,117.26,69.15,172.39,108.67,76.47,83.81,80.36,81.34,,10492.64,21954.95,0.53,0.22,0.24,0.04,0.02,0.02,0.08,0.49,0.35,0.15,0.80,867.51,366.25,394.38,1628.15,20469.68,18841.53,145.80,85.97,214.34,135.12,Belgium
2005,6.07,4.22,1.98,12.27,723.94,302.79,345.05,1371.78,16557.01,15185.23,119.27,71.75,174.27,111.80,77.77,86.97,81.24,83.71,,10561.44,22304.69,0.53,0.22,0.25,0.04,0.02,0.02,0.08,0.49,0.34,0.16,0.80,900.92,376.81,429.40,1707.12,20604.50,18897.37,148.42,89.29,216.87,139.13,Belgium
2006,5.61,4.37,0.99,10.97,683.73,310.67,178.20,1172.60,16688.96,15516.36,121.88,71.09,180.00,106.89,79.48,86.17,83.91,84.01,,10632.03,22867.02,0.58,0.26,0.15,0.04,0.02,0.01,0.07,0.51,0.40,0.09,0.80,858.81,390.22,223.83,1472.86,20962.30,19489.45,153.09,89.30,226.09,134.26,Belgium
2007,5.21,4.27,0.77,10.25,649.51,303.53,142.75,1095.79,16882.63,15786.84,124.67,71.08,185.40,106.91,81.30,86.16,86.43,84.82,,10704.83,23496.54,0.59,0.28,0.13,0.04,0.02,0.01,0.06,0.51,0.42,0.08,0.73,890.34,416.07,195.69,1502.09,23142.46,21640.37,170.89,97.44,254.14,146.55,Belgium
2008,5.04,3.83,1.59,10.46,649.64,281.94,301.71,1233.29,17050.48,15817.20,128.90,73.61,189.75,117.91,84.05,89.23,88.46,87.67,,10779.16,23701.30,0.53,0.23,0.24,0.04,0.02,0.02,0.07,0.48,0.37,0.15,0.68,953.85,413.97,443.00,1810.82,25035.00,23224.18,189.26,108.09,278.61,173.12,Belgium
2009,4.94,3.66,1.45,10.05,668.17,276.49,281.91,1226.57,17015.73,15789.16,135.26,75.54,194.42,122.05,88.20,91.57,90.63,90.49,,10854.39,23020.27,0.54,0.23,0.23,0.04,0.02,0.02,0.07,0.49,0.36,0.14,0.72,930.43,385.01,392.56,1708.00,23694.36,21986.36,188.35,105.19,270.73,169.95,Belgium
2010,5.02,3.71,1.47,10.20,691.38,280.26,281.90,1253.54,17355.30,16101.75,137.73,75.54,191.77,122.90,89.81,91.57,89.40,90.82,,10929.98,23556.82,0.55,0.22,0.22,0.04,0.02,0.02,0.07,0.49,0.36,0.14,0.75,916.79,371.64,373.81,1662.24,23013.64,21351.40,182.63,100.17,254.29,162.96,Belgium
2011,4.89,3.71,1.49,10.09,671.91,279.18,282.34,1233.43,17296.07,16062.64,137.40,75.25,189.49,122.24,89.60,91.21,88.33,90.44,,11005.18,23649.83,0.54,0.23,0.23,0.04,0.02,0.02,0.07,0.48,0.37,0.15,0.72,934.93,388.47,392.86,1716.26,24066.68,22350.42,191.19,104.71,263.66,170.09,Belgium
2012,4.79,3.73,1.55,10.07,674.21,284.36,302.32,1260.89,17281.29,16020.40,140.75,76.24,195.04,125.21,91.79,92.41,90.92,92.09,,11079.52,23516.00,0.53,0.23,0.24,0.04,0.02,0.02,0.07,0.48,0.37,0.15,0.78,866.85,365.61,388.70,1621.16,22219.05,20597.89,180.97,98.02,250.77,160.99,Belgium
2013,5.81,4.26,1.68,11.75,859.02,342.02,350.16,1551.20,17316.55,15765.35,147.85,80.29,208.43,132.02,96.42,97.32,97.16,97.02,,11153.12,23401.96,0.55,0.22,0.23,0.05,0.02,0.02,0.09,0.49,0.36,0.14,0.75,1140.61,454.14,464.94,2059.70,22993.03,20933.33,196.32,106.60,276.75,175.29,Belgium
2014,6.21,4.53,1.80,12.54,609.93,334.75,148.31,1092.99,17265.61,16172.62,98.22,73.90,82.39,87.16,100.00,100.00,100.00,100.00,,11226.32,23602.97,0.56,0.31,0.14,0.04,0.02,0.01,0.06,0.50,0.36,0.14,0.75,809.22,444.13,196.76,1450.10,22906.84,21456.73,130.31,98.04,109.31,115.64,Belgium
1970,1.82,2.30,2.39,6.51,,,,,,,,,,,,,,,,8489.57,4773.22,,,,,,,,0.28,0.35,0.37,0.00,,,,,,,,,,,Bulgaria
1971,1.90,2.54,2.43,6.87,,,,,,,,,,,,,,,,8536.40,4901.83,,,,,,,,0.28,0.37,0.35,0.00,,,,,,,,,,,Bulgaria
1972,2.01,2.53,2.56,7.11,,,,,,,,,,,,,,,,8576.20,5110.18,,,,,,,,0.28,0.36,0.36,0.00,,,,,,,,,,,Bulgaria
1973,2.23,3.01,2.63,7.87,,,,,,,,,,,,,,,,8621.00,5284.37,,,,,,,,0.28,0.38,0.33,0.00,,,,,,,,,,,Bulgaria
1974,2.40,2.87,2.66,7.94,,,,,,,,,,,,,,,,8678.75,5413.87,,,,,,,,0.30,0.36,0.34,0.00,,,,,,,,,,,Bulgaria
1975,2.41,2.58,2.90,7.89,,,,,,,,,,,,,,,,8720.74,5830.81,,,,,,,,0.31,0.33,0.37,, , , , , , , , , , ,Bulgaria
1976,2.58,2.93,2.93,8.44,,,,,,,,,,,,,,,,8755.04,5981.85,,,,,,,,0.31,0.35,0.35,, , , , , , , , , , ,Bulgaria
1977,2.71,2.58,2.88,8.18,,,,,,,,,,,,,,,,8797.02,5896.16,,,,,,,,0.33,0.32,0.35,, , , , , , , , , , ,Bulgaria
1978,2.83,2.87,3.06,8.77,,,,,,,,,,,,,,,,8803.28,6019.22,,,,,,,,0.32,0.33,0.35,, , , , , , , , , , ,Bulgaria
1979,2.90,2.47,3.12,8.49,,,,,,,,,,,,,,,,8811.59,6245.00,,,,,,,,0.34,0.29,0.37,, , , , , , , , , , ,Bulgaria
1980,2.87,2.42,3.15,8.44,,,,,,,,,,,,,,,,8843.53,6043.80,,,,,,,,0.34,0.29,0.37,, , , , , , , , , , ,Bulgaria
1981,2.89,2.77,3.17,8.83,,,,,,,,,,,,,,,,8869.44,6186.45,,,,,,,,0.33,0.31,0.36,, , , , , , , , , , ,Bulgaria
1982,2.97,2.72,3.04,8.73,,,,,,,,,,,,,,,,8892.10,6370.16,,,,,,,,0.34,0.31,0.35,, , , , , , , , , , ,Bulgaria
1983,3.05,2.48,3.03,8.56,,,,,,,,,,,,,,,,8910.28,6237.07,,,,,,,,0.36,0.29,0.35,, , , , , , , , , , ,Bulgaria
1984,3.17,2.57,3.16,8.90,,,,,,,,,,,,,,,,8928.27,6430.41,,,,,,,,0.36,0.29,0.36,,,,,,,,,,,,Bulgaria
1985,3.15,2.21,3.20,8.56,,,,,,,,,,,,,,,,8943.57,6225.90,,,,,,,,0.37,0.26,0.37,0.00,,,,,,,,,,,Bulgaria
1986,3.20,2.42,3.40,9.02,,,,,,,,,,,,,,,,8958.77,6379.66,,,,,,,,0.35,0.27,0.38,0.00,,,,,,,,,,,Bulgaria
1987,3.31,2.47,2.82,8.60,,,,,,,,,,,,,,,,8971.96,6382.29,,,,,,,,0.38,0.29,0.33,0.00,,,,,,,,,,,Bulgaria
1988,3.37,2.54,2.92,8.83,,,,,,,,,,,,,,,,8982.03,6335.16,,,,,,,,0.38,0.29,0.33,0.00,,,,,,,,,,,Bulgaria
1989,3.51,2.39,3.16,9.06,,,,,,,,,,,,,,,,8990.06,6216.08,,,,,,,,0.39,0.26,0.35,0.00,,,,,,,,,,,Bulgaria
1990,3.35,2.58,3.20,9.13,,,,,,,,,,,,,,,,8894.03,5596.90,,,,,,,,0.37,0.28,0.35,0.00,,,,,,,,,,,Bulgaria
1991,2.52,2.25,2.81,7.58,,,,,,,,,,,,,,,,8772.37,5197.86,,,,,,,,0.33,0.30,0.37,0.02,,,,,,,,,,,Bulgaria
1992,2.82,2.52,2.82,8.17,,,,,,,,,,,,,,,,8658.51,4884.37,,,,,,,,0.35,0.31,0.35,0.02,,,,,,,,,,,Bulgaria
1993,2.83,2.42,2.74,7.99,,,,,,,,,,,,,,,,8441.87,4935.73,,,,,,,,0.35,0.30,0.34,0.03,,,,,,,,,,,Bulgaria
1994,2.66,2.42,2.84,7.92,,,,,,,,,,,,,,,,8353.34,5078.24,,,,,,,,0.34,0.31,0.36,0.05,,,,,,,,,,,Bulgaria
1995,2.66,2.40,2.75,7.81,,,,,,,,,,,,,,,,8255.81,5285.33,,,,,,,,0.34,0.31,0.35,0.07,,,,,,,,,,,Bulgaria
1996,2.67,2.39,2.53,7.59,,,,,,,,,,,,,,,,8161.03,4844.28,,,,,,,,0.35,0.31,0.33,0.18,,,,,,,,,,,Bulgaria
1997,1.92,2.38,2.46,6.75,98.60,84.98,156.11,339.69,1556.47,1216.78,51.39,35.77,63.50,50.30,33.51,43.36,29.60,32.45,39.15,8066.06,4628.01,0.29,0.25,0.46,0.06,0.05,0.10,0.22,0.28,0.35,0.36,1.68,58.62,50.53,92.82,201.97,925.44,723.47,30.55,21.27,37.75,29.91,Bulgaria
1998,1.66,2.43,2.47,6.56,115.68,103.63,196.05,415.36,1932.33,1516.98,69.66,42.67,79.36,63.32,45.42,51.72,37.00,41.94,46.46,7971.77,4870.40,0.28,0.25,0.47,0.06,0.05,0.10,0.21,0.25,0.37,0.38,1.76,65.72,58.87,111.37,235.95,1097.69,861.74,39.57,24.24,45.08,35.97,Bulgaria
1999,1.67,2.36,2.39,6.42,132.65,111.35,215.72,459.72,2066.23,1606.51,79.48,47.25,90.25,71.65,51.83,57.27,42.07,47.61,47.65,7893.23,5137.23,0.29,0.24,0.47,0.06,0.05,0.10,0.22,0.26,0.37,0.37,1.84,72.23,60.64,117.47,250.34,1125.16,874.82,43.28,25.73,49.15,39.02,Bulgaria
2000,2.52,1.73,3.92,8.17,214.59,84.93,367.95,667.47,2361.73,1694.26,85.11,49.13,93.84,81.69,55.50,59.55,43.74,50.18,52.57,7818.50,5483.31,0.32,0.13,0.55,0.09,0.04,0.16,0.28,0.31,0.21,0.48,2.12,101.07,40.00,173.29,314.36,1112.30,797.95,40.08,23.14,44.19,38.47,Bulgaria
2001,2.73,2.31,4.04,9.09,236.25,113.48,389.19,738.91,2713.44,1974.53,86.54,49.03,96.24,81.31,56.44,59.43,44.86,51.06,56.44,7738.42,5770.04,0.32,0.15,0.53,0.09,0.04,0.14,0.27,0.30,0.25,0.44,2.18,108.14,51.94,178.14,338.22,1242.01,903.79,39.61,22.44,44.05,37.22,Bulgaria
2002,2.54,1.99,4.16,8.70,228.65,97.86,404.58,731.09,2998.45,2267.37,90.00,49.06,97.25,84.08,58.69,59.46,45.34,52.29,59.72,7661.80,6098.74,0.31,0.13,0.55,0.08,0.03,0.13,0.24,0.29,0.23,0.48,2.08,110.09,47.12,194.79,352.00,1443.66,1091.67,43.33,23.62,46.82,40.48,Bulgaria
2003,2.83,2.51,4.25,9.59,242.30,123.67,459.87,825.83,3242.72,2416.89,85.67,49.25,108.18,86.11,55.87,59.69,50.43,53.07,61.01,7588.40,6496.74,0.29,0.15,0.56,0.07,0.04,0.14,0.25,0.29,0.26,0.44,1.73,139.84,71.37,265.41,476.62,1871.48,1394.87,49.44,28.42,62.43,49.70,Bulgaria
2004,3.03,1.80,4.55,9.38,264.54,90.18,511.39,866.11,3702.52,2836.41,87.31,50.12,112.30,92.31,56.93,60.76,52.35,54.47,64.88,7517.97,7000.11,0.31,0.10,0.59,0.07,0.02,0.14,0.23,0.32,0.19,0.49,1.58,167.95,57.25,324.67,549.88,2350.64,1800.77,55.43,31.82,71.30,58.60,Bulgaria
2005,3.07,1.68,4.26,9.01,288.69,86.96,549.99,925.65,4289.97,3364.32,93.92,51.65,129.20,102.68,61.24,62.60,60.23,59.99,68.15,7450.35,7512.79,0.31,0.09,0.59,0.07,0.02,0.13,0.22,0.34,0.19,0.47,1.57,183.40,55.24,349.39,588.04,2725.29,2137.25,59.66,32.81,82.08,65.23,Bulgaria
2006,3.43,1.37,4.15,8.95,343.96,76.02,655.23,1075.21,4800.16,3724.95,100.36,55.59,157.72,120.14,65.44,67.38,73.52,69.13,73.10,7385.37,8072.31,0.32,0.07,0.61,0.07,0.02,0.14,0.22,0.38,0.15,0.46,1.56,220.59,48.75,420.22,689.56,3078.47,2388.91,64.36,35.65,101.15,77.05,Bulgaria
2007,3.82,1.47,4.10,9.39,430.92,86.82,679.69,1197.44,5938.78,4741.34,112.78,58.94,165.86,127.50,73.55,71.45,77.32,74.21,79.24,7322.86,8666.20,0.36,0.07,0.57,0.07,0.01,0.11,0.20,0.41,0.16,0.44,1.43,301.54,60.75,475.63,837.93,4155.75,3317.83,78.92,41.25,116.06,89.22,Bulgaria
2008,3.82,1.50,4.16,9.48,497.97,101.31,773.03,1372.30,6576.15,5203.85,130.35,67.60,185.91,144.81,85.00,81.94,86.67,84.27,89.02,7262.68,9278.93,0.36,0.07,0.56,0.08,0.02,0.12,0.21,0.40,0.16,0.44,1.34,372.42,75.76,578.13,1026.32,4918.16,3891.84,97.49,50.56,139.04,108.30,Bulgaria
